id,time,lng,lat,pos_x,pos_y,pos_z,std_x,std_y,std_z,max_x,max_y,max_z,temp
AV333,2022-01-16 19:41:19,-3.591531243,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 20:11:16,-3.591668574,37.165148394,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 20:41:27,-3.59172961,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 21:11:37,-3.591714351,37.165148394,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 21:41:46,-3.591119249,37.165178912,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 22:11:54,-3.590997177,37.16520943,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 22:41:59,-3.591226062,37.165163653,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-16 23:11:57,-3.591332876,37.16505684,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-16 23:42:11,-3.591470207,37.165041581,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 00:11:59,-3.591378653,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 00:42:31,-3.591485466,37.16505684,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 01:12:09,-3.591485466,37.16505684,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 01:42:15,-3.591515984,37.165087358,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 02:12:27,-3.591454948,37.16490425,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 02:12:27,-3.591454948,37.16490425,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 02:42:40,-3.591515984,37.164934768,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 02:42:40,-3.591515984,37.164934768,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 03:12:33,-3.591546502,37.165117876,0,16384,2048,0,0,223.984,0,0,359.168,10.602
AV333,2022-01-17 03:42:49,-3.591470207,37.16505684,0,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 04:12:44,-3.591653315,37.165148394,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 04:42:49,-3.591592279,37.165178912,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 05:12:54,-3.591500725,37.165087358,0,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 05:43:00,-3.59142443,37.165011063,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 06:13:18,-3.59110399,37.165194171,0,16384,2048,0,0,223.984,359.168,0,359.168,10.602
AV333,2022-01-17 06:43:19,-3.590768292,37.165194171,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 07:13:18,-3.590875105,37.165087358,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 07:43:21,-3.590981918,37.164980545,0,16384,2048,0,0,223.984,0,0,359.168,10.602
AV333,2022-01-17 08:43:35,-3.590966659,37.164965286,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 09:13:44,-3.591119249,37.164995804,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
